country,points,price,province
France,90,,Bordeaux
France,90,,Bordeaux
US,92,69,California
US,92,38,Oregon
US,92,32,California
Germany,92,67,Rheinhessen
France,92,65,Champagne
France,92,80,Champagne
France,92,130,Champagne
Austria,92,30,Niederösterreich
US,92,45,California
US,92,38,California
US,92,22,California
France,92,35,Alsace
New Zealand,92,68,Central Otago
France,92,54,Champagne
France,92,33,Alsace
France,92,33,Alsace
England,92,50,England
US,92,24,Oregon
France,92,70,Alsace
US,92,50,California
US,92,155,California
US,92,36,California
US,92,36,California
France,92,30,Alsace
US,92,35,California
New Zealand,92,24,Awatere Valley
France,92,73,Champagne
France,92,60,Champagne
US,92,40,Oregon
England,92,45,England
France,89,30,Burgundy
US,89,18,California
France,89,,Burgundy
Portugal,89,20,Douro
France,89,55,Burgundy
US,89,30,California
France,89,18,Burgundy
France,89,80,Burgundy
France,89,48,Burgundy
Hungary,89,22,Tokaj
France,89,30,Burgundy
Italy,89,35,Piedmont
Italy,89,60,Piedmont
Italy,89,40,Piedmont
US,89,42,Oregon
US,89,26,Oregon
Italy,89,55,Piedmont
US,89,40,Oregon
Portugal,89,16,Vinho Verde
US,89,59,California
Georgia,89,,Kakheti
Georgia,89,15,Kakheti
Argentina,89,30,Mendoza Province
Italy,89,150,Piedmont
Argentina,89,20,Mendoza Province
,89,25,
US,89,35,California
France,89,24,Burgundy
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
Italy,89,61,Lombardy
France,89,,Bordeaux
South Africa,89,17,Wellington
Italy,89,,Piedmont
Italy,89,45,Piedmont
Australia,89,12,South Australia
Austria,89,,Kamptal
US,89,30,California
US,89,15,Washington
US,89,20,California
US,89,12,Washington
US,89,35,Washington
Austria,88,22,Niederösterreich
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
Italy,88,40,Piedmont
Austria,88,22,Wagram-Donauland
Portugal,88,14,Dão
Spain,88,22,Galicia
US,88,32,California
Mexico,88,39,Valle de Guadalupe
US,88,22,California
Italy,88,25,Veneto
Portugal,88,15,Lisboa
Italy,88,35,Lombardy
US,88,30,Colorado
US,88,18,Oregon
Italy,88,32,Central Italy
Italy,88,20,Tuscany
US,88,60,California
Italy,88,38,Northwestern Italy
France,88,,Burgundy
France,88,49,Burgundy
France,88,17,Burgundy
Italy,88,21,Piedmont
US,88,16,California
Mexico,88,30,Valle de Guadalupe
Italy,88,18,Veneto
Italy,88,19,Veneto
US,88,19,Oregon
Italy,88,20,Veneto
Italy,88,25,Veneto
Italy,88,35,Lombardy
Italy,88,34,Piedmont
Italy,88,17,Piedmont
Italy,88,13,Veneto
US,89,40,California
US,89,18,Washington
US,89,32,Washington
Italy,89,25,Southern Italy
Australia,89,22,Western Australia
US,89,52,California
US,89,30,New York
US,89,45,Washington
Austria,89,39,Carnuntum
Italy,89,18,Southern Italy
Austria,89,40,Burgenland
US,89,45,Washington
US,89,22,California
Austria,89,42,Burgenland
Chile,89,32,Casablanca Valley
US,89,14,California
Chile,89,24,Colchagua Valley
Australia,89,50,Victoria
Australia,89,17,South Australia
Australia,89,25,South Australia
US,89,30,Washington
US,89,15,Washington
US,89,45,California
Austria,89,30,Wagram-Donauland
France,89,25,Southwest France
US,89,30,Washington
South Africa,89,21,Stellenbosch
South Africa,89,34,Stellenbosch
Chile,89,19,Cachapoal Valley
US,89,25,New York
US,88,22,California
US,88,46,California
Spain,88,22,Northern Spain
US,88,35,Washington
France,88,,Rhône Valley
US,88,22,California
Spain,88,14,Northern Spain
Spain,88,16,Northern Spain
US,88,39,California
US,88,19,California
US,88,28,Washington
US,88,30,Washington
US,88,49,California
Spain,88,16,Northern Spain
US,88,26,California
Italy,88,45,Veneto
US,88,20,California
US,88,22,California
US,88,18,California
Italy,88,19,Central Italy
Spain,88,13,Levante
France,88,,Rhône Valley
US,88,13,Washington
France,88,,Rhône Valley
France,88,,Rhône Valley
France,88,,Rhône Valley
France,88,15,Rhône Valley
Spain,88,10,Levante
France,85,12,France Other
US,85,14,California
US,85,20,New York
US,85,20,California
US,85,12,Washington
US,85,32,Idaho
France,85,18,Loire Valley
US,85,23,California
Spain,85,11,Levante
France,85,,Burgundy
France,85,22,Loire Valley
France,85,20,Loire Valley
US,85,25,California
US,85,40,California
Canada,85,28,British Columbia
Canada,85,22,British Columbia
US,85,65,California
Spain,85,13,Levante
US,85,25,Washington
Spain,85,11,Northern Spain
France,85,20,Loire Valley
France,85,20,Loire Valley
US,85,16,California
France,85,16,Burgundy
US,85,18,New York
Spain,85,10,Northern Spain
France,85,25,Loire Valley
France,85,16,Loire Valley
France,85,18,Loire Valley
France,85,20,Loire Valley
US,91,40,California
US,91,37,Washington
US,91,42,Washington
US,91,30,California
France,91,23,Alsace
US,91,25,California
US,91,49,Washington
England,91,,England
US,91,27,California
France,91,26,Beaujolais
France,91,22,Beaujolais
Chile,91,20,Casablanca Valley
US,91,54,California
US,91,22,California
US,91,40,California
US,91,35,Washington
US,91,20,California
Portugal,91,22,Alentejano
US,91,20,California
England,91,50,England
France,91,30,Provence
US,91,23,California
France,91,27,Southwest France
France,91,22,Southwest France
Chile,91,125,Buin
US,91,49,California
US,91,48,California
France,91,19,Alsace
France,91,18,Alsace
US,91,68,Washington
US,87,18,California
Argentina,87,10,Mendoza Province
Italy,87,11,Central Italy
Italy,87,15,Tuscany
France,87,20,Provence
Spain,87,16,Catalonia
Portugal,87,,Douro
US,87,29,California
Italy,87,11,Tuscany
Italy,87,11,Central Italy
Portugal,87,12,Lisboa
France,87,,Southwest France
US,87,29,California
Argentina,87,,Mendoza Province
US,87,42,California
Mexico,87,20,Valle de Guadalupe
Portugal,86,10,Tejo
Italy,86,19,Tuscany
Italy,86,17,Tuscany
US,86,19,California
Italy,86,30,Tuscany
France,86,15,Southwest France
US,86,25,California
US,86,16,Oregon
US,86,35,California
US,86,30,California
Italy,86,16,Tuscany
Australia,86,15,South Australia
Portugal,86,9,Alentejo
France,86,10,Southwest France
US,86,14,California
US,86,20,Oregon
US,86,30,California
Portugal,86,15,Tejo
Portugal,86,11,Douro
Portugal,86,15,Tejo
Italy,86,18,Tuscany
US,86,25,California
Chile,86,14,Leyda Valley
US,86,36,Oregon
US,86,45,California
US,86,40,California
US,86,19,California
Germany,86,12,Rheinhessen
Italy,86,,Tuscany
Chile,86,10,Curicó Valley
US,90,45,California
Chile,90,23,Colchagua Valley
US,90,44,California
US,90,36,Washington
New Zealand,90,16,Marlborough
US,90,34,California
Austria,90,40,Weinviertel
US,90,45,California
US,90,25,California
US,90,25,California
US,90,18,California
US,90,25,California
France,90,19,Beaujolais
Italy,90,90,Tuscany
US,90,80,California
US,90,22,California
New Zealand,90,54,Central Otago
US,90,24,California
US,90,24,California
Austria,90,38,Kamptal
Canada,90,15,British Columbia
New Zealand,90,22,Marlborough
Austria,90,,Niederösterreich
US,90,23,California
Italy,90,32,Tuscany
US,90,42,California
US,90,39,California
Italy,90,49,Tuscany
Italy,90,60,Tuscany
Italy,90,150,Tuscany
France,85,17,Loire Valley
Italy,85,,Northeastern Italy
US,85,20,Oregon
Chile,85,11,Colchagua Valley
Italy,85,13,Lombardy
US,85,62,California
France,85,13,France Other
Portugal,85,13,Alentejo
France,85,30,Loire Valley
US,85,38,California
France,85,10,Beaujolais
Italy,85,15,Veneto
Portugal,85,,Tejo
US,85,42,California
Chile,85,18,Casablanca Valley
France,85,15,Loire Valley
US,85,39,Oregon
US,85,19,California
Chile,85,12,Colchagua Valley
Spain,85,20,Spain Other
US,92,80,Oregon
France,92,80,Southwest France
US,92,100,California
Portugal,92,25,Alentejano
US,92,45,California
Italy,92,30,Lombardy
US,92,40,California
France,92,,Bordeaux
France,92,,Southwest France
Portugal,92,45,Alentejano
Germany,92,40,Mosel
US,92,56,California
US,92,70,California
US,92,45,California
US,92,42,California
Spain,84,15,Levante
Spain,84,23,Northern Spain
Spain,84,15,Northern Spain
US,83,13,California
Spain,83,15,Spanish Islands
US,83,40,California
US,83,45,California
US,83,24,California
US,83,12,Idaho
US,83,25,California
France,83,14,Rhône Valley
Spain,83,15,Northern Spain
US,83,60,California
France,83,26,Loire Valley
Spain,83,7,Central Spain
US,83,18,Idaho
US,83,25,California
Spain,83,18,Northern Spain
US,83,22,Washington
US,83,28,California
France,83,18,Loire Valley
US,83,16,Idaho
US,83,42,California
US,83,25,California
Spain,83,18,Northern Spain
Spain,83,14,Northern Spain
US,83,20,California
US,82,25,California
US,82,10,Washington
US,82,25,California
US,89,15,New York
US,89,45,California
Portugal,89,19,Lisboa
Portugal,89,24,Port
Italy,89,30,Lombardy
US,89,29,California
US,89,75,California
US,89,48,California
US,89,22,California
France,89,,Beaujolais
US,89,59,California
France,89,35,Rhône Valley
France,89,43,Burgundy
Italy,89,,Central Italy
US,89,28,California
Argentina,89,35,Mendoza Province
Portugal,89,34,Port
US,89,45,California
Italy,89,14,Northeastern Italy
US,89,20,Oregon
US,89,40,New York
Argentina,89,,Mendoza Province
France,89,,Burgundy
US,89,44,Oregon
Argentina,89,29,Mendoza Province
Spain,89,55,Northern Spain
US,89,19,New York
US,89,42,California
US,89,35,California
US,89,20,New York
France,91,,Provence
France,91,25,Alsace
France,91,,Alsace
France,91,17,Alsace
US,91,39,Washington
US,91,39,Washington
Italy,91,45,Central Italy
US,91,21,Washington
Greece,91,24,Atalanti Valley
Austria,91,25,Burgenland
Austria,91,44,Niederösterreich
US,91,56,California
US,91,16,Washington
US,91,45,California
Italy,91,17,Central Italy
Austria,91,35,Mittelburgenland
France,91,30,Alsace
Austria,91,70,Wagram-Donauland
France,91,31,Provence
France,91,40,Provence
US,91,55,California
France,91,28,Alsace
US,91,40,California
US,91,25,California
US,91,58,Washington
France,91,28,Alsace
US,91,45,Washington
France,91,,Provence
Austria,91,20,Burgenland
US,91,52,California
US,92,32,Washington
Argentina,92,42,Mendoza Province
US,92,38,California
US,92,55,Washington
US,92,42,California
US,92,36,California
US,92,65,California
Italy,92,,Piedmont
Austria,92,,Thermenregion
France,92,,Burgundy
Chile,92,43,San Antonio
US,92,70,California
Italy,92,42,Central Italy
US,92,56,California
Argentina,92,25,Mendoza Province
US,92,25,Washington
US,92,120,California
US,92,60,California
Australia,92,75,Victoria
Italy,92,40,Sicily & Sardinia
US,92,50,Washington
Chile,92,120,Aconcagua Valley
Italy,92,63,Sicily & Sardinia
France,92,,Beaujolais
US,92,42,Washington
Austria,91,48,Niederösterreich
US,91,22,California
France,91,19,Provence
France,91,35,Provence
Austria,91,,Wachau
France,91,42,Rhône Valley
France,91,24,Rhône Valley
Spain,91,26,Northern Spain
US,91,38,Washington
France,91,36,Rhône Valley
Spain,91,34,Northern Spain
US,91,21,Washington
US,91,125,California
Austria,91,25,Burgenland
Austria,91,22,Kremstal
US,91,28,Washington
Austria,91,27,Niederösterreich
Italy,91,30,Northeastern Italy
US,91,39,Washington
US,91,25,Washington
Italy,91,40,Northeastern Italy
Austria,91,52,Kremstal
US,91,50,California
US,91,35,California
US,91,58,California
US,91,40,California
Austria,91,90,Thermenregion
US,91,30,California
Austria,91,20,Kamptal
US,91,18,California
France,92,65,Rhône Valley
US,92,150,California
South Africa,92,105,Stellenbosch
Israel,92,32,Galilee
Germany,92,50,Rheingau
US,92,40,California
US,92,40,California
US,92,55,California
Israel,92,80,Judean Hills
Argentina,92,29,Mendoza Province
Italy,92,169,Tuscany
France,92,79,Burgundy
US,92,75,New York
Spain,92,29,Northern Spain
Germany,92,28,Mosel
US,92,46,California
US,92,36,California
Italy,92,65,Tuscany
US,92,50,California
US,92,45,California
Portugal,92,36,Alentejano
US,92,50,California
Italy,92,99,Northeastern Italy
France,92,110,Rhône Valley
US,91,65,California
US,91,30,New York
US,91,48,California
Israel,91,45,Judean Hills
Portugal,91,18,Lisboa
Portugal,91,60,Douro
US,87,36,California
Italy,87,18,Central Italy
US,87,40,Oregon
Germany,87,15,Rheinhessen
Germany,87,42,Mosel
US,87,23,California
US,87,35,California
Italy,87,45,Central Italy
Spain,87,15,Galicia
Spain,87,8,Northern Spain
Italy,87,17,Central Italy
US,87,13,California
Spain,87,19,Northern Spain
Italy,87,42,Central Italy
France,87,45,Bordeaux
France,87,15,Bordeaux
Spain,87,13,Northern Spain
US,87,13,California
US,87,20,California
US,87,28,Oregon
US,87,24,Oregon
Spain,87,15,Northern Spain
Italy,87,20,Central Italy
France,86,34,Burgundy
US,86,44,California
US,86,36,California
Italy,86,,Tuscany
US,86,27,California
Italy,86,12,Southern Italy
US,86,12,California
US,86,50,California
Australia,86,22,South Australia
Chile,86,12,Colchagua Valley
Chile,86,13,Curicó Valley
Italy,86,,Tuscany
US,86,22,California
France,85,33,Burgundy
Italy,85,12,Northeastern Italy
US,85,25,California
Italy,85,14,Central Italy
Italy,85,17,Sicily & Sardinia
Chile,85,13,Colchagua Valley
France,89,17,Alsace
France,89,46,Champagne
Italy,89,22,Veneto
Argentina,89,,Mendoza Province
US,89,19,California
Italy,89,20,Central Italy
Italy,89,19,Veneto
Spain,89,60,Galicia
France,89,65,Champagne
France,89,57,Champagne
US,89,55,Oregon
Italy,89,30,Veneto
Australia,89,40,Victoria
Argentina,89,18,Mendoza Province
France,89,15,Beaujolais
Italy,89,32,Italy Other
France,89,22,Beaujolais
France,89,48,Champagne
France,89,60,Champagne
Italy,89,17,Veneto
France,89,23,Beaujolais
US,89,20,California
US,89,18,California
US,89,18,California
Italy,89,30,Italy Other
Spain,89,38,Northern Spain
Argentina,89,23,Mendoza Province
Italy,89,19,Veneto
US,89,18,California
France,86,22,Provence
US,86,18,California
France,86,11,Provence
France,86,10,Southwest France
France,86,14,Provence
US,86,25,New York
Argentina,86,12,Mendoza Province
Italy,86,22,Sicily & Sardinia
US,86,17,California
US,86,32,California
US,86,18,New York
Italy,86,,Southern Italy
US,86,18,New York
Spain,86,10,Northern Spain
Spain,86,9,Levante
US,86,15,New York
US,86,16,New York
France,86,15,Southwest France
France,86,12,Provence
France,86,24,Provence
France,86,13,Provence
US,86,16,California
Italy,86,16,Northeastern Italy
US,86,16,New York
US,86,10,California
US,86,39,California
US,86,22,California
France,86,15,Provence
France,86,12,Southwest France
France,86,11,Southwest France
Argentina,83,14,Mendoza Province
US,83,28,Oregon
US,83,28,Oregon
France,83,,Southwest France
US,83,13,California
Argentina,83,,Mendoza Province
US,83,15,California
US,83,15,California
Portugal,83,,Tejo
Spain,83,20,Galicia
Argentina,83,15,Mendoza Province
US,83,18,California
Argentina,83,13,Other
Spain,83,9,Northern Spain
Spain,83,15,Catalonia
Portugal,83,8,Tejo
Spain,83,37,Northern Spain
US,83,14,Oregon
Portugal,83,,Tejo
Spain,83,17,Galicia
US,82,35,Oregon
US,82,30,California
US,82,14,California
US,82,28,Oregon
US,82,40,California
Spain,82,14,Northern Spain
Portugal,82,12,Tejo
US,82,35,California
Spain,82,15,Northern Spain
Portugal,82,10,Vinho Verde
US,89,18,California
US,89,28,Washington
US,89,14,California
New Zealand,89,20,Marlborough
New Zealand,89,30,Hawke's Bay
France,89,56,Burgundy
Italy,89,54,Piedmont
US,89,59,California
US,89,21,California
US,89,16,California
US,89,45,California
Greece,89,19,Drama
Italy,89,,Piedmont
Italy,89,20,Piedmont
Italy,89,,Piedmont
US,87,36,California
US,87,52,California
US,87,42,Washington
US,87,50,California
Australia,87,12,Australia Other
US,87,20,California
US,87,48,California
Italy,87,,Tuscany
Spain,87,20,Northern Spain
US,87,42,California
US,87,22,California
Italy,87,,Tuscany
Portugal,87,,Dão
US,87,37,California
France,87,69,Bordeaux
France,87,16,Languedoc-Roussillon
US,87,49,California
France,87,17,Bordeaux
US,87,32,California
Australia,87,13,Australia Other
France,87,17,Languedoc-Roussillon
France,87,12,Languedoc-Roussillon
Chile,87,11,Colchagua Valley
Italy,87,55,Tuscany
France,87,14,Languedoc-Roussillon
Chile,87,20,Maipo Valley
US,87,8,Washington
Spain,86,20,Central Spain
US,88,60,California
US,88,34,Oregon
US,88,45,Washington
US,88,18,Oregon
France,88,22,Beaujolais
Portugal,88,36,Douro
Portugal,88,33,Douro
Portugal,88,25,Lisboa
US,88,23,Washington
US,88,32,Washington
US,88,40,California
US,88,17,Washington
US,88,17,California
US,88,55,Oregon
US,88,25,California
US,88,49,California
US,88,55,Washington
US,88,23,Washington
Portugal,88,18,Bairrada
France,88,15,Bordeaux
France,88,28,Bordeaux
France,88,17,Bordeaux
France,88,25,Bordeaux
US,88,12,California
Spain,88,15,Levante
Italy,88,29,Piedmont
Spain,88,18,Catalonia
US,88,16,California
US,88,32,California
US,88,15,California
Spain,88,18,Galicia
US,88,65,California
Italy,88,,Veneto
Italy,88,,Veneto
Italy,88,,Veneto
Italy,88,11,Italy Other
Spain,88,15,Catalonia
US,88,60,California
US,88,42,California
Spain,88,11,Catalonia
Italy,88,20,Veneto
Italy,88,,Veneto
Portugal,88,,Estremadura
US,88,20,California
US,88,25,California
Portugal,88,20,Alentejano
Portugal,88,18,Estremadura
US,88,25,California
US,88,46,California
Argentina,88,25,Mendoza Province
Italy,88,40,Sicily & Sardinia
Spain,88,29,Northern Spain
Spain,88,11,Northern Spain
Australia,88,35,Victoria
Portugal,88,40,Port
Chile,88,26,Maipo Valley
Chile,88,18,Leyda Valley
Argentina,88,20,Mendoza Province
Italy,88,60,Central Italy
US,88,42,California
US,88,29,California
Spain,88,43,Northern Spain
Italy,87,18,Central Italy
Italy,87,26,Sicily & Sardinia
Australia,87,22,Western Australia
US,87,78,California
US,87,30,California
France,87,16,Loire Valley
France,87,,Loire Valley
US,87,45,California
Argentina,87,19,Mendoza Province
Italy,87,9,Sicily & Sardinia
Italy,87,9,Sicily & Sardinia
Argentina,87,10,Other
US,87,18,California
Italy,87,15,Central Italy
Spain,83,15,Northern Spain
Argentina,83,,Mendoza Province
Argentina,83,22,Mendoza Province
US,83,16,California
US,83,30,Washington
Spain,83,18,Galicia
France,83,19,Bordeaux
US,83,10,Washington
US,83,18,New York
US,83,65,Washington
US,83,10,California
Spain,83,9,Northern Spain
Argentina,83,11,Mendoza Province
Spain,83,19,Northern Spain
Spain,82,19,Northern Spain
US,82,22,Idaho
US,82,19,Washington
US,82,55,Washington
US,82,25,California
Argentina,82,14,Mendoza Province
US,82,22,Idaho
US,82,16,Idaho
Spain,82,13,Northern Spain
Spain,82,13,Northern Spain
US,82,15,California
Argentina,82,24,Mendoza Province
US,82,18,Washington
US,82,11,Washington
US,81,10,California
New Zealand,84,18,Marlborough
New Zealand,84,20,South Island
France,84,,Burgundy
France,84,23,Burgundy
France,84,23,Burgundy
Greece,84,30,Cephalonia
New Zealand,84,30,Marlborough
France,84,17,Burgundy
France,84,40,Burgundy
US,83,52,California
US,83,21,California
Greece,83,37,Achaia
Italy,83,19,Tuscany
US,83,12,California
US,83,18,California
US,83,10,California
France,83,15,Burgundy
Portugal,83,10,Tejo
US,83,30,California
US,83,13,California
US,83,34,California
New Zealand,83,20,Marlborough
US,83,28,California
US,83,20,California
New Zealand,82,28,Marlborough
US,82,20,California
US,82,18,California
US,82,55,California
Italy,88,19,Piedmont
Italy,88,15,Piedmont
US,88,30,Washington
US,88,21,Washington
Chile,88,26,Casablanca Valley
France,88,26,Burgundy
France,88,30,Burgundy
US,88,38,California
US,88,20,Washington
France,88,21,Burgundy
France,88,25,Burgundy
US,88,25,California
US,88,35,California
US,88,13,Washington
US,88,22,California
Chile,88,22,Colchagua Valley
Spain,88,17,Northern Spain
US,88,24,California
Italy,88,40,Piedmont
Italy,88,50,Piedmont
US,88,28,Washington
France,88,25,Burgundy
US,88,15,California
US,88,15,California
US,88,12,California
US,88,39,California
Spain,88,22,Spanish Islands
France,88,20,Burgundy
US,88,16,California
US,88,24,California
Italy,90,31,Northeastern Italy
Italy,90,25,Central Italy
France,90,39,Champagne
France,90,,Alsace
France,90,,Beaujolais
France,90,,Alsace
US,90,25,Washington
Austria,90,18,Niederösterreich
US,90,35,California
US,90,30,California
US,90,32,California
France,90,,Beaujolais
France,90,,Beaujolais
Hungary,90,60,Villány
US,90,39,Washington
Spain,90,53,Catalonia
Spain,90,25,Catalonia
US,90,29,Washington
US,90,45,California
Italy,90,35,Central Italy
France,90,,Alsace
Argentina,90,23,Mendoza Province
France,90,,Alsace
US,90,42,California
Austria,90,20,Burgenland
US,90,45,Washington
France,90,,Alsace
Italy,90,18,Tuscany
Italy,90,38,Northeastern Italy
France,90,,Alsace
Australia,86,15,South Australia
Portugal,86,9,Alentejano
US,86,36,California
US,86,15,California
US,86,45,Washington
US,86,,California
Italy,86,,Veneto
France,86,14,France Other
US,86,35,California
US,86,14,California
France,86,15,France Other
US,86,45,California
US,86,24,California
US,86,20,California
France,86,11,Southwest France
Bulgaria,86,16,Thracian Valley
Brazil,86,30,Vale dos Vinhedos
Brazil,86,,Serra Gaúcha
US,86,25,California
Chile,86,11,Chile
Portugal,86,12,Douro
US,86,36,California
US,86,40,California
Portugal,86,12,Alentejano
France,86,15,Bordeaux
Uruguay,86,32,Uruguay
US,86,22,California
Brazil,86,60,Vale Trentino
US,86,18,Virginia
US,96,64,Washington
US,96,38,California
US,96,53,Washington
US,96,20,Washington
US,95,50,California
Italy,95,120,Tuscany
US,95,38,California
US,95,26,California
US,95,53,Washington
US,95,25,California
US,95,37,California
US,95,55,Washington
US,94,38,California
France,94,36,Loire Valley
US,94,125,California
Portugal,94,60,Douro
US,94,35,California
US,94,46,Washington
US,93,28,California
US,92,25,California
US,92,42,Washington
US,92,35,Washington
US,92,20,California
US,92,46,California
US,92,50,Washington
US,92,60,California
US,92,42,California
US,92,45,California
US,92,85,Washington
US,92,22,Washington
US,92,25,Washington
Italy,92,,Piedmont
US,92,25,California
France,92,90,Provence
US,92,36,California
US,92,44,California
US,92,25,Washington
US,92,44,California
US,92,39,California
US,92,50,California
France,92,85,Southwest France
US,92,24,California
France,92,18,Southwest France
Australia,92,19,South Australia
France,89,20,Southwest France
US,89,30,California
US,89,33,California
Italy,89,16,Tuscany
Italy,89,60,Tuscany
Chile,89,35,Maule Valley
US,89,40,California
Germany,89,26,Pfalz
Italy,89,20,Tuscany
US,89,37,California
US,89,50,California
US,89,18,California
US,89,32,California
Australia,89,13,South Australia
Italy,89,25,Tuscany
Italy,89,35,Tuscany
Italy,89,28,Tuscany
Portugal,89,15,Tejo
Australia,89,35,South Australia
US,89,19,California
Spain,89,32,Central Spain
US,89,24,Oregon
US,89,45,California
US,89,35,California
Italy,89,30,Tuscany
Italy,89,39,Tuscany
US,89,48,California
Italy,89,16,Tuscany
Italy,89,35,Tuscany
Italy,89,20,Tuscany
Spain,90,60,Northern Spain
Italy,90,26,Northeastern Italy
South Africa,90,15,Paarl
US,90,105,California
US,90,30,California
US,90,20,California
Italy,90,108,Northeastern Italy
US,90,47,California
US,90,47,California
France,90,35,Southwest France
France,90,17,Southwest France
Portugal,90,20,Beira Interior
US,90,36,California
France,90,50,Burgundy
US,90,75,Washington
US,90,29,Washington
US,90,20,California
US,90,25,California
US,90,14,California
US,90,62,California
France,90,24,Southwest France
France,90,24,Southwest France
US,90,30,California
US,90,25,California
Portugal,90,18,Bairrada
Hungary,90,20,Tokaj
US,90,155,California
US,90,28,New York
Spain,90,19,Andalucia
US,90,60,California
US,87,20,California
Spain,87,18,Catalonia
New Zealand,87,10,Marlborough
Portugal,87,20,Alentejano
US,87,23,California
Italy,87,24,Tuscany
Spain,87,15,Catalonia
Spain,87,15,Northern Spain
Italy,87,25,Tuscany
Portugal,87,18,Alentejano
Italy,87,29,Tuscany
Spain,87,18,Northern Spain
US,87,30,California
France,87,20,Loire Valley
France,87,45,Bordeaux
France,87,18,Bordeaux
France,87,17,Bordeaux
US,87,14,California
US,87,30,California
US,87,40,California
US,87,22,California
Spain,87,12,Catalonia
US,87,25,California
Italy,87,,Tuscany
US,86,55,California
Italy,86,,Central Italy
France,86,13,France Other
Spain,86,30,Central Spain
US,86,35,New York
Italy,86,22,Piedmont
Italy,86,26,Piedmont
US,86,24,California
France,86,29,Provence
US,86,17,California
US,86,40,Washington
France,86,17,France Other
Italy,86,25,Northeastern Italy
US,86,19,California
US,86,15,New York
Argentina,86,15,Other
New Zealand,86,17,Marlborough
Austria,86,20,Burgenland
US,86,75,California
Austria,86,,Niederösterreich
US,86,22,California
Italy,86,19,Northeastern Italy
New Zealand,86,20,Canterbury
France,86,11,France Other
France,86,14,Provence
Italy,86,22,Piedmont
Italy,86,20,Piedmont
Italy,86,21,Piedmont
US,86,35,California
US,86,17,California
US,88,34,California
Spain,88,15,Galicia
US,88,,Washington
US,88,30,Washington
US,88,25,California
Spain,88,21,Catalonia
US,88,16,New York
US,88,35,New York
US,88,25,California
Spain,88,16,Levante
US,88,35,Washington
US,88,20,Washington
Italy,88,85,Piedmont
Italy,88,30,Piedmont
France,88,20,Loire Valley
France,88,,Loire Valley
US,88,30,California
US,88,19,California
Italy,88,42,Tuscany
Italy,88,19,Piedmont
US,88,13,California
US,88,15,New York
US,88,14,Washington
US,88,18,Washington
US,88,20,Washington
South Africa,88,12,Western Cape
France,88,20,Bordeaux
France,88,25,Bordeaux
France,88,15,Bordeaux
France,88,11,Bordeaux
US,91,65,California
US,91,18,New York
US,91,17,New York
Austria,91,25,Kamptal
US,91,39,California
Spain,91,60,Northern Spain
Italy,91,102,Piedmont
US,91,30,California
US,91,28,Washington
US,91,35,Washington
Austria,91,22,Kamptal
US,91,36,California
France,91,35,Loire Valley
US,91,56,California
Austria,91,25,Vienna
US,91,40,Washington
France,91,15,Loire Valley
France,91,18,Loire Valley
US,91,28,California
US,91,20,Washington
Italy,91,75,Piedmont
US,91,50,Washington
US,91,38,California
US,91,65,Washington
US,91,39,Washington
US,91,25,California
France,91,,Loire Valley
Italy,91,89,Piedmont
US,91,15,California
France,91,22,Bordeaux
US,88,25,Washington
US,88,24,California
US,88,20,New York
US,88,15,California
France,88,,Bordeaux
France,88,53,Bordeaux
France,88,42,Bordeaux
France,88,15,Bordeaux
US,88,24,California
US,88,65,California
France,88,22,Loire Valley
US,87,60,New York
Italy,87,30,Piedmont
Chile,87,13,Maipo Valley
US,87,60,California
France,87,,Loire Valley
US,87,32,California
France,87,,Bordeaux
France,87,,Bordeaux
US,87,45,California
US,87,17,Washington
Chile,87,12,Casablanca Valley
US,87,46,California
France,87,,Bordeaux
France,87,23,Loire Valley
Chile,87,18,Colchagua Valley
US,87,27,New York
Italy,89,15,Central Italy
France,89,72,Champagne
Italy,89,34,Southern Italy
US,89,49,Oregon
Spain,89,21,Galicia
US,89,24,California
Italy,89,49,Central Italy
Spain,89,25,Northern Spain
France,89,45,Champagne
US,89,31,California
France,89,25,Burgundy
France,89,90,Burgundy
US,89,18,Oregon
US,89,60,Oregon
US,89,30,Oregon
US,89,25,Oregon
US,89,30,California
US,89,15,California
US,89,39,Washington
US,89,32,Oregon
Chile,89,20,Aconcagua Costa
Italy,89,12,Tuscany
Italy,89,15,Central Italy
US,89,29,California
Italy,89,19,Southern Italy
Italy,89,15,Tuscany
US,89,14,Washington
France,89,42,Champagne
Italy,89,19,Tuscany
Chile,89,26,Peumo
Austria,89,19,Vienna
Austria,89,24,Niederösterreich
US,89,28,California
US,89,32,California
South Africa,89,20,Stellenbosch
South Africa,89,22,Stellenbosch
US,89,36,California
US,89,35,California
US,89,19,California
US,89,35,California
South Africa,89,17,Stellenbosch
US,89,14,California
France,89,,Burgundy
Argentina,89,18,Mendoza Province
Austria,89,37,Thermenregion
Austria,89,,Österreichischer Sekt
Australia,89,24,Western Australia
Austria,89,18,Vienna
Austria,89,19,Niederösterreich
France,89,50,Burgundy
France,89,,Burgundy
US,89,18,Washington
Italy,89,60,Piedmont
US,91,42,California
US,91,44,California
US,91,36,California
US,91,65,Oregon
US,91,45,California
US,91,56,California
Germany,91,23,Mosel
